Remittance-sending country (down) ,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas. The,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,Congo. Dem. Rep.,Congo. Rep.,Costa Rica,Cªte d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt. Arab Rep.,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia. The,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong SAR. China,Hungary,Iceland,India,Indonesia,Iran. Islamic Rep.,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Korea. Dem. Rep.,Korea. Rep.,Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao SAR. China,Macedonia. FYR,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mayotte,Mexico,Micronesia. Fed. Sts.,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,SÜo Tom_ and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Venezuela. RB,Vietnam,Virgin Islands (U.S.),West Bank and Gaza,Yemen. Rep.,Zambia,Zimbabwe,Total
Maldives,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,0
Mali,0,0,1,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,2,0,0,0,,0,,,,,0,0,0,,,,0,18,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,29,,,0,0,0,0,,0,,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,1,21,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,16,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,91
Malta,0,0,0,,,0,0,0,0,,9,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,1,,,0,0,2,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,9,1,0,,0,0,0,,,0,0,,24
Marshall Islands,0,0,0,,,0,0,0,0,,1,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,1
Mauritania,0,0,3,,,0,0,0,0,,0,0,0,,,0,0,0,2,0,0,,0,0,0,0,1,,0,0,0,0,0,,0,,,,,0,2,0,,,,0,0,0,,0,0,0,0,0,0,0,2,0,,,0,0,,0,0,26,,,0,0,0,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,1,,,0,0,0,2,0,0,,,0,0,0,0,,0,0,0,5,0,,,0,,0,,0,,0,0,1,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,1,94,0,0,0,,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,145
Mauritius,0,0,0,,,0,0,0,0,,2,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,96,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,51,,,0,0,7,0,,0,,0,,0,0,0,0,0,0,0,0,0,34,0,0,0,0,,0,2,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,5,0,0,,0,0,0,,,0,0,,202
Mayotte,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,0
Mexico,0,0,0,,,0,0,5,0,,1,4,0,,,0,0,0,24,2,0,,0,3,0,0,11,,0,0,0,0,0,,0,,,,,0,16,16,,,,12,0,0,,0,2,2,0,0,3,4,1,20,,,0,0,,0,0,93,,,0,0,32,0,,0,,0,,152,0,0,0,1,21,0,2,0,3,0,0,0,0,,2,11,0,15,0,0,0,,,13,,,0,0,0,17,0,0,,,0,1,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,2,,,0,5,0,1,,1,0,0,,7,0,1,13,2,3,1,,,0,1,0,0,,0,0,0,0,0,0,,0,0,0,,0,222,0,0,0,0,0,0,0,1,17,1,0,0,0,,0,0,0,0,0,,,,0,0,,7,950,1,,0,1,0,,,0,0,,1728
Micronesia. Fed. Sts.,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,2,0,,0,0,0,,,0,0,,2
Moldova,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,1,0,0,0,,0,0,0,0,0,,46,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,68,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,160,,0,0,0,,0,0,0,,,0,0,,276
Monaco,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,16,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,103,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,12,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,3,1,0,,0,0,0,,,0,0,,134
Mongolia,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,14,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,2,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,2,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,18
Montenegro,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,0
Morocco,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,0
Mozambique,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,14,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,46,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,29,0,,,0,0,0,0,,1,0,0,0,0,,,0,,0,,0,,0,0,0,0,,6,0,0,,,0,0,0,0,,0,0,17,,0,0,0,0,0,0,114,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,172,0,0,0,0,0,0,0,1,0,0,0,0,3,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,1,,404
Myanmar,0,0,0,,,0,0,0,0,,0,0,0,,,2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,229,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,123,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,7,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,360
Namibia,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,2,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,3,,44
Nepal,0,0,0,,,0,0,0,0,,8,0,0,,,1,0,0,0,0,0,,7,0,0,0,0,,0,0,0,0,0,,0,,,,,0,61,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,3224,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,1,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,1,0,0,0,,0,0,39,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,3342
Netherlands,10,1,6,,,0,0,2,4,,37,32,4,,,5,0,0,1063,0,0,,0,1,1,0,45,,10,0,1,1,1,,13,,,,,0,272,26,,,,3,1,0,,0,20,15,0,0,25,4,73,1,,,4,10,,0,6,229,,,1,1,455,3,,4,,0,,3,1,0,2,2,2,5,30,0,103,517,26,11,4,,7,38,2,22,5,0,8,,,33,,,0,0,8,39,0,5,,,13,27,0,0,,0,3,0,0,0,,,1,,5,,0,,4,0,409,0,,0,8,0,,,5,1,0,151,,10,1,40,,1,0,0,9,56,94,23,,,12,3,2,0,,0,2,3,0,0,3,,7,0,0,,17,136,36,0,0,0,9,3,0,9,47,18,1,1,60,,2,0,0,15,44,,,,3,2,,83,43,0,,0,1,56,,,1,0,,4741
Netherlands Antilles,0,0,0,,,0,1,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,5,,,,0,0,0,,0,0,0,0,0,27,0,0,0,,,0,0,,0,0,2,,,0,0,0,0,,0,,0,,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,0,0,3,1,0,0,0,,,0,,,0,0,0,12,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,15,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,2,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,2,0,,0,0,0,,,0,0,,77
New Caledonia,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,2,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,2,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,2,0,2,,,0,0,,13
New Zealand,1,0,0,,,0,0,1,0,,250,7,0,,,6,0,0,17,0,0,,0,0,1,0,7,,1,0,0,4,0,,0,,,,,0,578,1,,,,0,0,4,,0,5,8,0,0,0,0,9,0,,,0,1,,35,1,39,,,0,0,45,0,,1,,0,,0,0,0,0,0,0,4,6,0,287,16,3,2,7,,1,3,0,36,2,0,5,,,162,,,0,0,1,5,0,0,,,0,1,0,1,,0,13,0,0,0,,,1,,1,,0,,0,0,0,0,,0,4,43,,,0,0,0,13,,2,1,8,,0,0,0,1,88,5,0,,,3,2,0,60,,0,1,0,0,0,0,,1,1,0,,58,4,26,0,0,0,1,0,0,3,25,1,0,0,34,,0,34,0,0,0,,,,1,1,,474,37,0,,2,0,22,,,0,1,,2540
Nicaragua,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,1,0,0,,0,0,0,0,1,,0,0,0,0,0,,0,,,,,0,0,1,,,,26,0,0,,0,0,0,0,0,0,0,0,7,,,0,0,,0,0,2,,,0,0,2,0,,0,,0,,5,0,0,0,0,44,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,2,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,2,0,0,1,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,8,0,,0,0,0,,,0,0,,112
Niger,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,8,,0,0,0,0,0,,0,2,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,21,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,367,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,407
Nigeria,0,0,0,,,0,0,0,0,,4,0,0,,,0,0,0,0,0,73,,0,0,0,0,0,,0,1,0,0,6,,3,,,,,0,0,0,,,,0,1,0,,0,0,0,0,0,0,0,43,0,,,0,0,,0,0,0,,,5,0,0,21,,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,10,,,0,0,0,0,,0,0,0,49,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,27,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,7,0,0,1,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,76,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,328
Northern Mariana Islands,0,0,0,,,0,0,0,0,,0,0,0,,,2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,108,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,,,11,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,1,0,,,0,0,0,0,,0,0,0,,0,0,0,0,69,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,5,0,,0,0,0,,,0,0,,200
Norway,2,0,2,,,0,0,1,0,,6,8,0,,,4,0,0,30,0,0,,0,1,25,0,10,,2,0,0,0,0,,0,,,,,0,55,13,,,,1,0,6,,0,6,140,0,0,2,2,5,1,,,2,8,,0,27,52,,,3,0,75,1,,0,,0,,3,0,0,0,0,1,1,11,5,65,4,18,8,1,,1,5,0,5,1,0,6,,,51,,,0,0,2,24,0,0,,,4,4,0,1,,0,0,0,0,0,,,0,,1,,1,,0,0,17,0,,0,4,12,,,1,0,0,24,,0,0,89,,0,0,0,3,68,23,2,,,3,4,1,0,,0,0,1,0,0,0,,2,0,0,,2,20,48,0,0,0,2,0,0,112,17,4,1,0,48,,0,0,0,3,3,,,,3,1,,39,41,0,,0,0,92,,,0,0,,1407
Oman,0,0,0,,,0,0,0,0,,0,0,0,,,525,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,231,0,,,0,0,,0,0,6,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,2614,0,0,0,0,,0,0,0,0,65,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,3,,,0,0,0,0,,0,0,284,,0,0,0,0,77,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,132,0,0,0,19,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,19,0,0,,0,0,0,,,0,0,,3975
Pakistan,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,0,0,,0,0,0,,,0,0,,0
Palau,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,,,1,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,11,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,1,0,,0,0,0,,,0,0,,14
Panama,0,0,0,,,0,0,1,0,,0,0,0,,,0,0,0,1,0,0,,0,0,0,0,4,,0,0,0,0,0,,0,,,,,0,82,56,,,,25,0,0,,0,0,0,0,0,24,6,0,7,,,0,0,,0,0,5,,,0,0,2,0,,0,,0,,4,0,0,0,0,5,0,0,0,15,0,0,0,0,,1,2,1,2,1,0,0,,,1,,,0,0,0,5,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,6,,0,,0,0,0,0,,0,0,0,,,0,9,0,0,,0,0,0,,0,0,0,9,3,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,26,0,0,0,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,,,,0,0,,1,14,0,,0,0,0,,,0,0,,327
Papua New Guinea,0,0,0,,,0,0,0,0,,56,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,2,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,3,0,,0,,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,1,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,0,,0,,0,0,0,0,,0,0,1,,,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,0,0,,5,1,0,,0,0,0,,,0,0,,72
Paraguay,0,0,0,,,0,0,33,0,,0,1,0,,,0,0,0,2,0,0,,0,1,0,0,238,,0,0,0,0,0,,0,,,,,0,5,1,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,4,,,0,0,7,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,7,0,0,0,,,9,,,0,0,0,5,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,,3,,0,,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,3,0,1,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,,,,0,0,,0,3,1,,0,0,0,,,0,0,,336
